iter	RMSE
280	0.6143322235
281	0.6093253976
282	0.6042365505
283	0.5994207461
284	0.5937246732
285	0.5893223831
286	0.5837114569
287	0.581526291
288	0.5768793906
289	0.572630977
290	0.568156527
291	0.5617424215
292	0.5587502883
293	0.5535362547
294	0.5515097889
295	0.5464618213
296	0.5444708527
297	0.5405135379
298	0.5362869352
299	0.532178317
300	0.5304140787
301	0.5265755527
302	0.5248478561
303	0.5231647378
304	0.5194140718
305	0.5153920692
306	0.5112001572
307	0.5044427909
308	0.4985879827
309	0.4916648889
310	0.490103672
311	0.4855894199
312	0.4840707695
313	0.4796828419
314	0.4782051904
315	0.4743062901
316	0.4729921415
317	0.4715650337
318	0.4681466119
319	0.466885125
320	0.4635610805
321	0.4623225459
322	0.4611430944
323	0.4574212348
324	0.4539244112
325	0.4507290097
326	0.4495449606
327	0.4483884141
328	0.4415560813
329	0.4400696447
330	0.4371975028
331	0.4357465888
332	0.4329423848
333	0.431526004
334	0.4269601785
335	0.423120226
336	0.4185223781
337	0.4148381983
338	0.4114915505
339	0.410120484
340	0.4087906996
341	0.4045980866
342	0.4021523751
343	0.4008606212
344	0.3965902134
345	0.3921955193
346	0.3888327489
347	0.3857051625
348	0.3844605761
349	0.3832525939
350	0.3801992563
351	0.3790154374
352	0.3778661292
353	0.3740741103
354	0.3711215962
355	0.3701344304
356	0.366431892
357	0.3619071856
358	0.3609670337
359	0.3600406065
360	0.356265577
361	0.3524624372
362	0.3497189511
363	0.3488239397
364	0.3452244647
365	0.3443396481
366	0.3434768639
367	0.3399781292
368	0.3372041791
369	0.3344009506
370	0.3334383739
371	0.3301527775
372	0.3279636442
373	0.3258209301
374	0.3231915173
375	0.3223720006
376	0.3202613487
377	0.3193495755
378	0.3161490347
379	0.3119793046
380	0.3112084817
381	0.3104569636
382	0.3074058862
383	0.3066682454
384	0.3059457742
385	0.3039374875
386	0.3018298709
387	0.2998507054
388	0.297912954
389	0.2959123636
390	0.2930255137
391	0.2911546821
392	0.2883421478
393	0.2859432509
394	0.2832921039
395	0.2815134858
396	0.2800758225
397	0.2777956515
398	0.2754121807
399	0.2727415825
400	0.270228006
401	0.2694233667
402	0.267672935
403	0.265553605
404	0.2642303041
405	0.2620881392
406	0.257946577
407	0.2571751029
408	0.2555222281
409	0.2526394099
410	0.2520397691
411	0.2497456813
412	0.2491565885
413	0.2469182026
414	0.2463996489
415	0.2448041792
416	0.2431955366
417	0.2416241084
418	0.2400857614
419	0.2379630828
420	0.2374222996
421	0.2358994562
422	0.2343795012
423	0.2313228042
424	0.2308046349
425	0.2279118473
426	0.2261668689
427	0.2250503541
428	0.2245493338
429	0.2235814536
430	0.222684724
431	0.2191891702
432	0.2187378872
433	0.2182974402
434	0.2151324567
435	0.2146972584
436	0.2133152172
437	0.2109669508
438	0.208942145
439	0.2085209483
440	0.207073431
441	0.2051711987
442	0.2045035029
443	0.2031824724
444	0.2027825626
445	0.2009469391
446	0.2005534979
447	0.1985733251
448	0.1979429053
449	0.1972498223
450	0.1959125918
451	0.1946447162
452	0.1920377674
453	0.1914532042
454	0.1905269993
455	0.1899581516
456	0.1890616473
457	0.1885080597
458	0.1876403853
459	0.1850915146
460	0.1833338167
461	0.1827992591
462	0.1803636522
463	0.1795597533
464	0.1772117167
465	0.1755492296
466	0.1748539935
467	0.1742809717
468	0.1736053501
469	0.1728347704
470	0.1706165174
471	0.169408045
472	0.167832907
473	0.1657444987
474	0.1651253354
475	0.1645952546
476	0.1640717841
477	0.1628768156
478	0.1622545154
479	0.1603045082
480	0.1595140011
481	0.1580547913
482	0.1576657197
483	0.1572861231
484	0.1559408808
485	0.1548261167
486	0.1544518097
487	0.1531084613
488	0.1519407355
489	0.1515802345
490	0.1512284907
491	0.1501574936
492	0.1483600197
493	0.1478018008
494	0.1472062979
495	0.1454758381
496	0.1441840686
497	0.1437276543
498	0.1424775833
499	0.1415184333
500	0.1404592791
501	0.1387547918
502	0.1383510433
503	0.13798005
504	0.1369982368
505	0.1348782015
506	0.1339393706
507	0.1335783002
508	0.131552923
509	0.1312365856
510	0.1307028495
511	0.1303539995
512	0.1297181159
513	0.1281145418
514	0.1277712816
515	0.1260347755
516	0.1256964374
517	0.125202496
518	0.1241798425
519	0.1237001876
520	0.1221923486
521	0.1212102289
522	0.1200460246
523	0.1189102797
524	0.1186133392
525	0.1173987959
526	0.1170814164
527	0.1158974431
528	0.1152675123
529	0.1143175583
530	0.1135869751
531	0.1124732727
532	0.1115725409
533	0.1105224136
534	0.1094594358
535	0.1086042168
536	0.1075241996
537	0.1072396048
538	0.1061872803
539	0.105960447
540	0.1052977937
541	0.1050754544
542	0.1037622219
543	0.1035431902
544	0.1028077006
545	0.1016121681
546	0.1006495742
547	0.1004366954
548	0.09972919319
549	0.0986298206
550	0.09794422657
551	0.09661281218
552	0.0964100119
553	0.0957771825
554	0.09404034765
555	0.09383907403
556	0.09364398924
557	0.09301074686
558	0.09239975063
559	0.09112174867
560	0.09041031011
561	0.08982813668
562	0.08874428416
563	0.08822335386
564	0.08806333972
565	0.08652887077
566	0.08635223567
567	0.08602889719
568	0.08501436474
569	0.08453437132
570	0.08409613014
571	0.08318435825
572	0.08272177647
573	0.0818699738
574	0.08168873284
575	0.08114930592
576	0.08028423382
577	0.08011008947
578	0.07876691567
579	0.07790358521
580	0.07773261509
581	0.07684760478
582	0.07668059244
583	0.07579744458
584	0.07504280015
585	0.07474189237
586	0.07458000696
587	0.07373855324
588	0.07346582685
589	0.07272674094
590	0.07244113197
591	0.0721831933
592	0.07146805722
593	0.07119376935
594	0.07103844428
595	0.07078987597
596	0.06994727301
597	0.06979630356
598	0.06915241146
599	0.06881927264
600	0.06799267029
601	0.0678409411
602	0.06704040668
603	0.06671901807
604	0.06599362292
605	0.06571002655
606	0.06501433459
607	0.06486800208
608	0.06472513523
609	0.06408856966
610	0.06381761604
611	0.06318789919
612	0.06293970465
613	0.06233282823
614	0.06166187187
615	0.06141926643
616	0.06078836686
617	0.06065263658
618	0.0605201413
619	0.06028378702
620	0.05972128058
621	0.05949187379
622	0.05936099979
623	0.05895164092
624	0.05838657067
625	0.05809100071
626	0.05745345574
627	0.05713243397
628	0.0570077447
629	0.05679073645
630	0.05659848004
631	0.05602961655
632	0.0559099505
633	0.05562408116
634	0.05528338724
635	0.05511399313
636	0.05492527144
637	0.05481293368
638	0.05453965597
639	0.05410991699
640	0.05356144867
641	0.05338516907
642	0.05327307755
643	0.05281290693
644	0.05255248628
645	0.05242641345
646	0.05174932913
647	0.05164078479
648	0.05153924177
649	0.05129323076
650	0.05069766157
651	0.05045722155
652	0.05016097045
653	0.05007253841
654	0.04983978449
655	0.04968160372
656	0.04952782469
657	0.04892504106
658	0.04883284548
659	0.04859780938
660	0.0480819469
661	0.0476121738
662	0.04720021644
663	0.0468018269
664	0.04629776078
665	0.04611540744
666	0.04563417505
667	0.04556059693
668	0.04504548836
669	0.04495994704
670	0.04454902736
671	0.04446594367
672	0.04425663516
673	0.04378663514
674	0.04331301186
675	0.04317132228
676	0.04303577892
677	0.04295662236
678	0.04261153296
679	0.04213604293
680	0.04205894288
681	0.04171280113
682	0.04151566538
683	0.04115462082
684	0.04108032655
685	0.04089074458
686	0.0406260797
687	0.04055600019
688	0.0402051753
689	0.03984326633
690	0.03977361406
691	0.03922065148
692	0.03891227627
693	0.03857007321
694	0.03828518935
695	0.0382181702
696	0.03789241211
697	0.03782681874
698	0.03772564771
699	0.03766167885
700	0.03727522299
701	0.03717637901
702	0.03707979636
703	0.03680088672
704	0.03673756078
705	0.03636770545
706	0.03627281958
707	0.03621044315
708	0.0359481493
709	0.03559384598
710	0.0355006541
711	0.03543602629
712	0.03518300964
713	0.03489622808
714	0.03483249852
715	0.03458217041
716	0.0341995796
717	0.03379028596
718	0.03363042991
719	0.03332425415
720	0.03315986693
721	0.03309903738
722	0.03277752792
723	0.03249426724
724	0.03217059138
725	0.03202473368
726	0.03175069017
727	0.03166023963
728	0.03157279878
729	0.03142269287
730	0.03135482687
731	0.03120778444
732	0.03112357609
733	0.03097940497
734	0.03083846691
735	0.03053161541
736	0.03026580554
737	0.03000748571
738	0.02986545863
739	0.02972712236
740	0.02951956868
741	0.02945540931
742	0.02933631203
743	0.02908257528
744	0.02901968093
745	0.02895860444
746	0.02884234699
747	0.02859336243
748	0.02851268913
749	0.02826805024
750	0.02820896906
751	0.0281020652
752	0.02786220406
753	0.02780424753
754	0.02770005203
755	0.02746483603
756	0.0273775679
757	0.02714629311
758	0.02709020218
759	0.02698903383
760	0.0267621907
761	0.0266886242
762	0.02663459922
763	0.02641136687
764	0.02635864173
765	0.02625367455
766	0.02603473189
767	0.02596306277
768	0.02580595566
769	0.025593277
770	0.02554514301
771	0.025449158
772	0.0252403239
773	0.02518952047
774	0.02509588017
775	0.02489095983
776	0.02481688091
777	0.02474571647
778	0.02459964729
779	0.02435553536
780	0.02431100891
781	0.02411507755
782	0.02405626287
783	0.02397373842
784	0.02373809664
785	0.02369501604
786	0.02361444147
787	0.02342522528
788	0.02329909841
789	0.02326495409
790	0.02307854779
791	0.02286664501
792	0.02268475917
793	0.02262907429
794	0.02233814556
795	0.02229814096
796	0.02226593267
797	0.0220483061
798	0.02189968974
799	0.02177518953
800	0.02160022033
801	0.02147924941
802	0.02130688919
803	0.02118262503
804	0.02097821744
805	0.02090032526
806	0.02082450474
807	0.0206605209
808	0.02058654823
809	0.02042563273
810	0.02035343286
811	0.02019550783
812	0.02014284575
813	0.0199875954
814	0.0198816871
815	0.0198397521
816	0.01970841203
817	0.01955575047
818	0.01944478707
819	0.01929432658
820	0.01922670332
821	0.01907529148
822	0.01902250576
823	0.01884089625
824	0.01880463371
825	0.0187438445
826	0.01859864008
827	0.0185672813
828	0.0185075867
829	0.01837944475
830	0.01834768484
831	0.01828902807
832	0.01823170239
833	0.01808233891
834	0.01803626577
835	0.01798808649
836	0.0178351681
837	0.01780856833
838	0.01771644601
839	0.01757445681
840	0.01753834514
841	0.0175131815
842	0.01730904427
843	0.01727413117
844	0.01709582201
845	0.01703829339
846	0.01692471965
847	0.01689037762
848	0.01672062097
849	0.01659966393
850	0.01646627986
851	0.01631357584
852	0.01619896703
853	0.01616508119
854	0.01610947977
855	0.01595361886
856	0.0158433981
857	0.01569806125
858	0.01559264263
859	0.01547313273
860	0.01528891742
861	0.01516166046
862	0.01512911931
863	0.01496288454
864	0.01481328304
865	0.01478155313
866	0.01461077131
867	0.01446604651
868	0.01443388561
869	0.01426821722
870	0.01413586164
871	0.01410740196
872	0.01394887822
873	0.01387346455
874	0.01384541583
875	0.01381800975
876	0.01369680853
877	0.01362508465
878	0.01359806719
879	0.01348324287
880	0.01331160489
881	0.0132428633
882	0.01317630466
883	0.01315012629
884	0.01304217304
885	0.01297782455
886	0.01294246663
887	0.01288007146
888	0.01284555369
889	0.01278505271
890	0.01268231353
891	0.01254737399
892	0.01251568535
893	0.01235665128
894	0.01228303866
895	0.01219742529
896	0.01213999515
897	0.01210910942
898	0.01198268934
899	0.01191592208
900	0.0118224776
901	0.01172753574
902	0.01167514889
903	0.01154330505
904	0.01144984917
905	0.01140499425
906	0.01134359259
907	0.01126318635
908	0.01115203136
909	0.01106404122
910	0.01092856327
911	0.01080556002
912	0.01073503569
913	0.01069526615
914	0.01062846385
915	0.01051452783
916	0.01043812401
917	0.01033074447
918	0.01029593235
919	0.01021653495
920	0.01015112586
921	0.0100487869
922	0.0100154073
923	0.009912286784
924	0.009880095372
925	0.009783960165
926	0.009683749473
927	0.009590693406
928	0.009545998476
929	0.009424471651
930	0.009362322464
931	0.009288027299
932	0.00923355398
933	0.009145977445
934	0.009056850816
935	0.008969122339
936	0.008917058348
937	0.008836734443
938	0.008758773137
939	0.008675332938
940	0.008594389823
941	0.008545657507
942	0.008461516202
943	0.008372871439
944	0.008325337103
945	0.008243808479
946	0.008152541304
947	0.008073224268
948	0.008001998766
949	0.007971376154
950	0.007946890007
951	0.007860249604
952	0.007810907897
953	0.007739218839
954	0.00769476694
955	0.007623873733
956	0.007542267675
957	0.00749542712
958	0.007469818823
959	0.007444789632
960	0.007345494567
961	0.007305356065
962	0.007281449816
963	0.007237276463
964	0.007166546165
965	0.00713939656
966	0.007097839726
967	0.007053617671
968	0.007034029439
969	0.006976263028
970	0.006939450042
971	0.006847263083
972	0.006808227573
973	0.006742836078
974	0.006704950641
975	0.006639655513
976	0.006574356408
977	0.006533896516
978	0.006511718807
979	0.006490044446
980	0.006468861716
981	0.006448159265
982	0.006391659668
983	0.006341843286
984	0.006309320292
985	0.006257001775
986	0.006214046498
987	0.006195977779
988	0.006154310586
989	0.006130333565
990	0.006089865243
991	0.006058394642
992	0.006019012353
993	0.0059958827
994	0.005957629005
995	0.005927257076
996	0.005905065968
997	0.00588586246
998	0.005822450713
999	0.005806495332
